Sample_ID,Collection,Coll_No,Plot_unit,Feature_Type,Feature_Name,Top_Depth,Bottom_Depth,Field_Number,Collection_Date,Date_Rounding,Collectors,Country_Name,NZMG_Sheet,NZMG_East,NZMG_North,Latitude,Longitude,Method,Accuracy,Site_Description,In_Situ,Rock_Description,Colour,Litho2014_strat_name,Informal_strat_unit,Rock_Types,Age_Min,Age_Max,Sample_Types,Lab_Sample_ID(s),Material(s),Part_Analysed,Analysis_ID(s),Investigator(s),Analysis_Method(s),Geochron_Method(s),Laboratory(s),Lab_Number(s),Analysis_Date(s),Analysis_Date_Rounding(s),Analysis_Publication(s),Analysis_Bib_Ref(s),Analysis_Comment(s),age_sample_result_Ma,age_sample_2sig_err_abs,SiO2,TiO2,Al2O3,FeOT,Fe2O3T,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,H2O_plus,H2O_minus,CO2,LOl,Majors_total,As,Ba,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Ga,Gd,Hf,Ho,La,Lu,Nb,Nd,Ni,Pb,Pr,Rb,Sc,Sm,Sr,Ta,Tb,Th,Tm,U,V,Y,Yb,Zn,Zr,He4_raw_nnc,He4_corr_nnc,He_R_Ra_raw,He_R_Ra_corr,He_R_Ra_cor_err,dO18,Rb87_Sr86,Sr87_Sr86,Sr87_Sr86_err_abs,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144_err_abs,Lu176_Hf177,Hf176_Hf177,Hf176_Hf177_err_abs,Pb206_Pb204,Pb206_Pb204_err_abs,Pb207_Pb204,Pb207_Pb204_err_abs,Pb208_Pb204,Pb208_Pb204_err_abs,age_model_assumed_Ma,Sr87_86i_calc,Nd143_144i_calc,eNdi_calc,Hf176_177i_calc,eHfi_calc,Pb206_204i_calc,Pb207_204i_calc,Pb208_204i_calc,Petlab notes,Age_Num,Age,ReconLon,ReconLat,ReconAge,ReconPlateID,gridage,gridcrust,gridsubcrust,gridlith,gridsublith,gridsed,gridsubsed,gridserp,gridsubserp,gridslabtop,gridslabage,gridslabdip,gridslabthick,gridslabvel,gridslabsubage
105354,Auckland University (AU),44025,Horomaka,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,Q06,2621500.00000108,6618300.00006933,-35.6312487922431,174.223065019761,,,"Matara, scoria quarry",Yes,transitional basalt,,Kerikeri Volcanic Group,Northland Basalts,basaltic,Quaternary,Quaternary,hand specimen,1480,whole rock,,14311,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44025,"January 1, 1993",Decade,Smith et al. 1993,,,0.3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,148,162.58104268567448,-70.61352195619443,148.0,8065.0,76.21712493896484,9.386691999679897e-06,5.881039851374226e-05,4.069521310157143e-06,3.1723954634799156e-05,0.0,0.0,0.0,8.31710403439554e-06,210.0,106.38296508789062,59.88685989379883,110663.4140625,0.18258768320083618,111.60473792162819
105418,Auckland University (AU),41622,Horomaka,Surface,,,,,34335,Decade,"Briggs, R.M.",New Zealand,R12,2687800.00000109,6430800.0000481,-37.3092373969218,175.002283350347,,,Pukekawa II cone,Yes,nephelinite,,Kerikeri Volcanic Group,Franklin Basalts,hypabyssal: basic,Quaternary,Quaternary,hand specimen & normal thin section,1487,whole rock,,14384,"Briggs, R.M.",geochron methods,K-Ar,HRI,S16-198,"January 1, 1994",Decade,Briggs et al. 1994,,,0.85,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,148,165.57372144426694,-72.12877388101838,148.0,8065.0,76.75180053710938,9.394007975060958e-06,7.69113396472676e-05,4.072508545505116e-06,3.9335204292001436e-05,0.0,0.0,0.0,1.3834297422217073e-05,210.0,95.80426025390625,40.30577087402344,328754.1875,0.0896996483206749,113.14849865737499
118556,other,Norfolk-71-260,Horomaka,Surface,,,,71-260,1971-01-02 00:00:00,Decade,"Jones, J.G. & McDougall, I.",Norfolk Island,,,,-29.1264,167.9455,"Map - 1:50,000 scale",50.0,Philip Island,Yes,Basalt,,,,basaltic,Pliocene,Pliocene,hand specimen,39246,whole rock,,44721,"Jones, J.G.",geochron methods,K-Ar,unknown,,1973-01-01 00:00:00,Decade,"Green 1973, Jones & McD 1973, Green 1978",,Recalc using new decay constants,2.67,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,148,157.62455586267637,-62.24424199515307,148.0,834.0,87.22820281982422,9.538750418869313e-06,0.0,3.999575255875243e-06,0.0,0.0,0.0,0.0,0.0,220.0,2.6254971027374268,24.27435874938965,20609.736328125,0.06127963587641716,100.12609080892443
44737,GNS P (P),57142,Horomaka,Dredge,GEORSTOM3-345,2260,3200,GO345D1dat,1975-01-01 00:00:00,,ORSTOM,Offshore Regions,,,,-30.9348980180721,168.816533956453,,100.0,"Norfolk Basin 3200 - 2260m, NZ Offshore",Unknown,Altered olivine basalt,,,,basaltic & altered volcanic,Quaternary,Paleocene,hand specimen & mineral separate:GNS box 221 & powder,134,whole rock,,30898;1643;30226,"Laporte-Magoni, C.;Mortimer, N.;Mortimer, N.",ICP-MS;XRF;geochron methods,;;Ar-Ar,Grenoble;Victoria U;UCSB,2181;;SB9-16,"October 11, 2000;January 1, 1995;December 1, 1996",Month;Year;Year,unpub as at Jan 2005;Mortimer et al. 1998;,"Mortimer, et al 2007 revised from 1998 age","Rev isochron age (Calvert pers comm) SrNd isotopes on leached powders, Pb on unleached (both with different trace elements)",15.8,3.4,44.16,2.41,18.01,,9.58,,,0.14,3.78,10.57,3.53,1.1,1.55,,,,,4.82,99.66,16,254.12,64.05,44.9,226,0.22,78,6.18,3.6,2.46,18,7.19,4.6,1.29,35.28,0.49,60.4,31.95,65,1.98,7.97,11.38,27,6.99,584.11,3.4,1.09,3.96,,1.53,252.0,42.16,3.19,149.0,228.75,,,,,,,0.02,0.702686,,0.136,0.512984,,,,,19.492,,15.585,,39.025,,18.0,0.702681,,6.9,,,,,,,66.0,148,159.94579844855113,-63.89808560092457,148.0,834.0,85.30105590820312,9.516564205114264e-06,0.0,4.006568360637175e-06,0.0,0.0,0.0,0.0,0.0,220.0,56.14750289916992,55.23368835449219,189522.03125,0.18826979398727417,99.22763800028335
227548,Canterbury University (UC),18024,Horomaka,Surface,,,,MS-40,37622,Decade,"Tappenden, V.E.",New Zealand,J36,2367880.00000061,5728349.99997099,-43.6405082299922,171.238278910897,"Map - 1:50,000 scale",50.0,Mount Barrosa,Yes,B-I Andesite,,Mount Somers Volcanics Group,,andesitic,,,unknown,8400,whole rock,,104193;104466,"Tappenden, V.E.;Tappenden, V.E.",XRF;geochron methods,;,Canterbury U;ANU,33239A;,"January 1, 2003;January 1, 2003",Year;Year,Tappenden 2003 PhD thesis.  ,,Method = SHRIMP,93.4,0.12,61.53,1.28,15.69,7.3,,,,0.11,2.34,5.04,3.79,1.82,0.28,,,,,1.31,100.49,,654,79,,26,,,,,,21,,,,52,,15,63,15,23,,168,,,288.0,,,19,,,76.0,44.0,,90.0,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,170.0458431350416,-75.80459505591696,148.0,813.0,75.67272186279297,9.376681191497482e-06,5.6282972309418255e-05,4.0953241295937914e-06,8.021776420719107e-05,0.0,0.0,0.0,6.018415804115996e-05,210.0,118.83611297607422,39.07167434692383,559576.3125,0.08160818368196487,118.4281127324036
105360,Auckland University (AU),44019,Horomaka,Surface,,,,,33970,Decade,"Smith, I.E.M.",New Zealand,Q06,2618000.00000098,6611000.00006945,-35.6974925515865,174.18561000093,,,"Gumtown, boulders capping ridge",Yes,hawaiite,,Kerikeri Volcanic Group,Northland Basalts,trachytic & andesitic,Pliocene,Miocene,hand specimen,1481,whole rock,,14317,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU44019,"January 1, 1993",Decade,Smith et al. 1993,,,6.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,149,161.96791263894653,-71.04504902505569,149.0,8065.0,106.48531341552734,1.0234274668619037e-05,6.961977146602294e-05,3.95293773181038e-06,3.540132638590876e-05,0.0,0.0,0.0,1.089311091688417e-05,210.0,108.6763916015625,47.321998596191406,332486.625,0.12189822643995285,113.47366911734085
169573,other,LHI-LH25,Lord Howe,Surface,,,,LH25,1979-01-01 00:00:00,Decade,"McDougall, I.",Australia,,,,-31.5796,159.0831,,100.0,Mount Gower,Yes,Basalt,,,,basaltic,Pliocene,Miocene,hand specimen,39216,whole rock,average of 3,44681,"McDougall, I.",geochron methods,K-Ar,ANU,,1979-01-01 00:00:00,Decade,,,,6.42333333333333,0.126666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,149,139.97528742273272,-65.47636092254481,149.0,869.0,103.49002838134766,9.996456356020644e-06,0.0,3.881653810822172e-06,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,120.59439265252767
106770,INS R (R),7516,Horomaka,Surface,,,,AU23,1983-01-01 00:00:00,Decade,"Adams, C.J.",New Zealand,,,,-50.5833,166.1167,,500.0,"Bivouac Hill, Auckland Islands",Yes,mugearite,,,Ross Volcano,trachytic & andesitic & basaltic,Miocene,Miocene,hand specimen,1650,whole rock,,16151,"Adams, C.J.",geochron methods,K-Ar,INS,R7516,"January 1, 1983",Decade,Adams 1983,,,16.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,149,135.02970862989557,-78.6521563315757,149.0,813.0,108.5752944946289,1.0309559002052993e-05,0.0,3.8805987969681155e-06,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,157.02903728443218
232585,GNS P (P),84602,Arc,Dredge,VESPA-8,2271,2271,VESPA-DR08A,42157,,"Mortimer, N. & Patriat, M. & VESPA",Offshore Regions,,,,-24.9400311811621,170.326126908634,,200.0,Loyalty Ridge area. East side Loyalty Ridge. Small structural or voclanic ridge on N side guyot.,Yes,"Hard, medium light grey (N6) moderately vesicular, aphyric, fine grained lava. Has Mn crust.",N 6,,,basaltic & lava flow,Pliocene,Cretaceous,hand specimen & normal thin section,10591,whole rock,,139280;139334;139333;139424;139387,"Agranier, A.;Agranier, A.;Agranier, A.;Agranier, A.;Mortimer, N.",ICP-AES;ICP-MS;ICP-MS;TIMS;geochron methods,;;;;Ar-Ar,U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale;U Bretagne Occidentale;UCSB,;;;;,"January 1, 2002;January 1, 2017;January 1, 2017;January 1, 2017;January 1, 2017",Year;Year;Year;Year;Year,Mortimer et al VESPA unpub 2019,,Ar-Ar quality B,23.0,0.2,31.71,2.21,12.26,,10.63,,,0.18,0.9,20.07,3.96,0.91,9.8,,,,,6.17,98.79,,488,90.8,9.93,4.36,0.0664,106,9.63,5.61,3.52,16,11,5.77,1.95,50.4,0.784,36,52,49,7.51,11.3,8.25,20.8,11,916.0,2.15,1.64,3.12,0.801,3.85,204.0,83.4,5.09,125.0,239,,,,,,,,0.0,,,0.512874,6e-06,,0.282994,6e-06,19.04,,15.606,,38.743,,,,,4.61,,,,,,,145.0,149,170.326126908634,-24.9400311811621,149.0,844.0,25.100852966308594,6.80610673953197e-06,0.0,4.035077381558949e-06,0.0,5.636062283542742e-08,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,30.735785529229396
249253,other,FouldenV2A,Horomaka,Surface,,,,Foulden V2A,37987,Year,"Timm, C.",New Zealand,I43,2292442.29288123,5514899.87032981,-45.5422152285645,170.215216378477,,,Foulden Hill,Yes,"Basalt, low silica group",,Dunedin Volcanic Group,,basaltic,Quaternary,Paleocene,unknown,10616,whole rock,,139837;139740,"Timm, C.;Timm, C.",ICP-MS;XRF,;,Kiel U;Kiel U,;,"January 1, 2010;January 1, 2010",Year;Year,Timm et al 2010;Timm et al 2010,,,23.17,0.37,45.66,2.62,14.47,,,1.34,11.89,0.19,8.28,8.87,3.97,1.61,0.71,,0.71,,1.1,,101.42,,484,111,46.5,192,0.91,48.4,5.27,2.28,2.69,20,7.78,5.78,0.93,56.8,0.25,74.6,47.2,148,3.54,12.6,35.7,16.9,8.63,889.0,4.04,1.04,7.24,0.29,1.81,186.0,24.2,1.8,112.0,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,149,162.15466880011073,-77.33987590403493,149.0,813.0,106.64785766601562,1.0242784810543526e-05,0.0,3.955181455239654e-06,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,138.34984954796613
250828,other,TMD-37-01 A1,Tasmantid,Dredge,SS2012v7-37,1320,1460,TMD-37-01 A1,41260,,"Cohen, B. & Southern Surveyor",Offshore Regions,,,,-23.3191806665572,155.343169099389,,,Cato,Yes,Basalt,,,,basaltic,,,hand specimen,106558,plagioclase,,140356,"Cohen, B.",geochron methods,Ar-Ar,U Queensland,,41640,Year,Crossingham et al 2017 JVGR,,,31.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,130.45910997356245,-58.023943514511394,149.0,833.0,92.14401245117188,9.599257282388862e-06,0.0,3.8919793041714e-06,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,186.1469934696418
106855,ANU (GA),2855,Horomaka,Surface,,,,,1969-01-01 00:00:00,Decade,"McDougall, I.",New Zealand,R11,2675320.00000118,6472934.00005459,-36.9321576769516,174.851365392335,,50.0,McLennans Hills,Yes,basalt,,Auckland Basalts,Auckland Volcanic Field,basaltic,Quaternary,Quaternary,hand specimen,1660,whole rock,,16272;16273,"McDougall, I.;Stipp, J.J.",geochron methods;geochron methods,K-Ar;K-Ar,ANU;ANU,GA2855;GA2855,"January 1, 1969;January 1, 1968",Decade;Decade,McDougall et al. 1969;Stipp 1968,,,0.092,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,150,163.98985802449644,-72.45750818760435,150.0,8065.0,108.3086929321289,1.0300709618604742e-05,9.942056158251944e-05,3.955147803935688e-06,5.127492386236554e-05,0.0,0.0,0.0,2.0720790884122432e-05,210.0,86.49297332763672,39.97748565673828,217962.5,0.08962726593017578,113.97595678237708
105394,Auckland University (AU),42547,Whakaari,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,R09,2665400.00000131,6539400.00006417,-36.335210166799,174.725051263721,,,"Pukematakao (Sugar Loaf), volcanic neck",Yes,basalt,,Ti Point Group,Ti Point Volcanics,basaltic,Miocene,Miocene,hand specimen,1484,whole rock,,14354,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU42547,"January 1, 1993",Decade,Smith et al. 1993,,,8.495,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,150,163.27736318993655,-71.89265030207555,150.0,8065.0,108.33981323242188,1.0300947906216606e-05,7.747033419036597e-05,3.953710802306887e-06,3.931132323486963e-05,0.0,0.0,0.0,1.3451568815540885e-05,210.0,98.48169708251953,40.32683563232422,329546.9375,0.08944631367921829,114.17691373856204
171559,Otago University (OU),55029,Horomaka,Surface,,,,55029,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,I42,2304900.00000151,5531799.99995183,-45.3938685181321,170.381436241503,"Map - 1:50,000 scale",50.0,Stag Hill Quarry,Yes,Basanitoid,,Dunedin Volcanic Group,Dunedin Volcanic Group,basanitic,Miocene,Miocene,hand specimen,5481,whole rock,,66861;66818,"Coombs, D.S.;Adams, C.J.",XRF;geochron methods,;K-Ar,Otago U;INS,;,"January 1, 2008;January 1, 2008",Decade;Decade,;,,,15.3,0.4,43.86,2.36,13.45,,13.31,,,0.19,10.77,9.51,3.72,1.16,0.54,,,,,1.4,100.27,,404,80,,306,,,,,,19,,,,,,78,,152,3,,14,24,,703.0,,,7,,,237.0,24.0,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,150,162.38254018611835,-77.56480927838147,150.0,813.0,108.2608413696289,1.030062685458688e-05,0.0,3.954885869461577e-06,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,138.96596370165858
118413,other,GEORSTOM1-16D04,,Dredge,GEORSTOM1-16,,,GEORSTOM1-16,,,ORSTOM,Offshore Regions,,,,-23.650237676288,168.836837993381,,1000.0,Loyalty Ridge. GEORSTOM1 dredge site 16,Yes,,,,,,,,,,whole rock,,28328,ORSTOM,geochron methods,K-Ar,Other,,27395,Year,Daniel et al. 1976. Cahiers ORSTOM,,,18.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,168.836837993381,-23.650237676288004,150.0,844.0,25.092233657836914,6.870639026601566e-06,0.0,3.9993042264541145e-06,0.0,1.4899411837632215e-07,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,34.041404846990474
249264,other,SO168-DR97-1,Horomaka,Dredge,Sonne 168-97,,,SO168-DR97-1,37633,,"Hoernle, K. & Mortimer, N. & Werner, R.",Offshore Regions,T39,2764335.36999611,5645940.00106987,-44.3514,176.188,,50.0,Orton Seamount. Small cone at base of SE flank of Veryan Bank,Yes,"Basanite, low silica group",,,,basaltic,Quaternary,Paleocene,unknown,10609,whole rock,,139798;139621;139694,"Timm, C.;Timm, C.;Timm, C.",ICP-MS;TIMS;XRF,;;,Kiel U;Kiel U;Kiel U,;;,"January 1, 2010;January 1, 2010;January 1, 2010",Year;Year;Year,Timm et al 2010,,Step heat,21.78,0.38,41.63,3.81,11.99,,,1.44,12.81,0.18,9,11.73,2.37,1.22,0.71,,2.04,,1.13,,100.06,,346,91.4,68.4,359,0.27,62.9,5.02,1.85,2.89,22.9,7.41,5.69,0.8,42.7,0.16,58.4,46.2,256,2.19,11.6,23.1,23.3,9.1,976.0,3.42,1.04,4.38,0.22,1.33,315.0,24.1,1.24,145.0,281,,,,,,,,0.702861,2e-06,,0.512868,3e-06,,,,20.088,0.001,15.649,0.001,39.703,0.003,,,,,,,,,,,66.0,150,-177.5909643264516,-78.65130130694565,150.0,813.0,103.71717071533203,1.0094324352394324e-05,0.0,4.011469172837678e-06,0.0,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,125.88081689302183
107010,other,BFH-MP274,Horomaka,Surface,,,,,33604,Decade,"Houghton, B.F.",New Zealand,U12,2798500.00000178,6431100.00004863,-37.2769612173995,176.250168524194,,50.0,"post-A, lava shield, Mayor Island",Yes,peralkaline lava,,Oira Pyroclastite,Mayor Island volcanics,peralkaline,Quaternary,Quaternary,,1676,whole rock,,16488,"Houghton, B.F.",geochron methods,K-Ar,USGS,,"January 1, 1992",Decade,Houghton et al. 1992,,appears to contain excess 40Ar,0.086,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,151,168.34833883997482,-72.72967583161729,151.0,8065.0,108.88261413574219,1.0257395842927508e-05,0.00010976664998452179,3.953019586333539e-06,5.913431368753663e-05,0.0,0.0,0.0,5.612294082488371e-05,210.0,87.07750701904297,40.07584762573242,107420.921875,0.09000112861394882,112.81193043371869
105381,Auckland University (AU),42560,Whakaari,Surface,,,,,1992-01-01 00:00:00,Decade,"Black, P.M.",New Zealand,T14,2735800.00000119,6375900.00004002,-37.7925452947396,175.561478831728,,,Ruru,Yes,olivine basaltic andesite,,Kiwitahi Volcanic Group,Kiwitahi Volcanics,andesitic & basaltic,Pliocene,Miocene,hand specimen & normal thin section,1483,whole rock,,14341,"Black, P.M.",geochron methods,K-Ar,HRI,S20-208,"January 1, 1992",Decade,Black et al. 1992,,,6.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,151,166.9837765797706,-73.36672712172683,151.0,8065.0,108.88452911376953,1.0257325811835472e-05,9.729147404868854e-05,3.9553738133690786e-06,5.9164442518522264e-05,0.0,0.0,0.0,2.275965572067417e-05,210.0,111.85983276367188,35.95843505859375,444968.46875,0.06720249354839325,114.98082143916943
250774,other,TO-01,Horomaka,Surface,,,,TO-01,2010-01-01 00:00:00,Year,"Orton, K.T.",New Caledonia,,,,-22.2376447290444,166.495156919644,,,"Unspecified road cut, upper part Tina Peninsula",Yes,"Not given, but probably a rhyolite",,,,rhyolitic,Cretaceous,Cretaceous,unknown,106537,zircon,,140302,"Nicholson, K.N.",ICP-MS,U-Pb,U Notre Dame,,2011-01-01 00:00:00,Year,Orton 2012 MS thesis,,,83.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,151,166.495156919644,-22.2376447290444,151.0,845.0,23.808496475219727,6.811461844336009e-06,0.0,4.02784962716396e-06,0.0,5.0852673183499064e-08,0.0,0.0,0.0,480.0,63.93140411376953,39.379581451416016,99001.8828125,0.09391387552022934,36.653498166745216
107810,other,RMB-S10-58,Horomaka,Surface,,,,,32509,Decade,"Briggs, R.M.",New Zealand,S16,2716800.00000088,6335700.00003427,-38.1594046256863,175.358028536421,,50.0,Ngahape,Yes,hawaiite,,Okete Volcanic Formation,Alexandra Volcanics,trachytic & andesitic,Pliocene,Pliocene,,1782,whole rock,,17622,"Briggs, R.M.",geochron methods,K-Ar,HRI,S10-58,"January 1, 1989",Decade,Briggs et al. 1989,,,1.9,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332999999999999,152,167.259889473831,-73.95563247958451,152.0,8065.0,107.88104248046875,1.0246544661640655e-05,3.276210713920591e-05,3.8909042814339045e-06,2.7435901756689418e-05,0.0,0.0,0.0,5.093048830169998e-06,210.0,107.73528289794922,49.74272155761719,222573.75,0.13363537192344666,115.81438679411383
171542,Otago University (OU),55016,Horomaka,Surface,,,,55016,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,I41,2322400.0000013,5571599.99995449,-45.0406258173915,170.619312886209,"Map - 1:50,000 scale",50.0,"hill 599m, N of Mole Hill",Yes,Basanite,,Dunedin Volcanic Group,Dunedin Volcanic Group,basanitic,Miocene,Miocene,hand specimen,5479,whole rock,,66844;66801,"Coombs, D.S.;Adams, C.J.",XRF;geochron methods,;K-Ar,Otago U;INS,;,"January 1, 2008;January 1, 2008",Decade;Decade,;,,,10.4,0.5,43.07,2.22,12.95,,14.43,,,0.25,8.98,10.9,3.88,1.36,0.84,,,,,0.63,99.51,,664,128,,442,,67,,,,13,,,,102,,91,68,247,7,12.0,36,21,,887.0,,,5,,0,184.0,35.0,,99.0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,152,165.00468407707362,-77.72487176025409,152.0,813.0,107.88143920898438,1.0246518286294304e-05,0.0,3.889823801728198e-06,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,141.01482944031306
105375,Auckland University (AU),43807,Whakaari,Surface,,,,,1993-01-01 00:00:00,Decade,"Smith, I.E.M.",New Zealand,Q08,2640400.00000114,6568900.00006738,-36.0736232896321,174.441022404089,,,"Maungaturoto, dike",Yes,basalt,,Ti Point Group,Ti Point Volcanics,basaltic,Miocene,Miocene,hand specimen,1482,whole rock,,14332,"Smith, I.E.M.",geochron methods,K-Ar,HRI,AU43807,"January 1, 1993",Decade,Smith et al. 1993,,,10.65,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,152,163.2172450565302,-72.0858891586278,152.0,8065.0,107.88198852539062,1.0246500096400268e-05,7.670337004128669e-05,3.888879746227758e-06,3.9348813970718766e-05,0.0,0.0,0.0,1.3848626547044915e-05,210.0,91.76496124267578,40.14107894897461,108411.546875,0.08949878066778183,114.17691373856204
227276,other,TAN0713-06DR04 F1,Horomaka,Dredge,TAN0713-06DR04 F1,,,TAN0713-06DR04 F1,2007-01-01 00:00:00,Decade,"Dadd, K.A. & R/V Tangaroa",Offshore Regions,,,,-27.401947296743,161.649924798107,GPS - Differential,2.0,"Older cones, Lord Howe Rise",Yes,Scoriaceous basalt,,,,basaltic,,,unknown,10632,whole rock,,103544,"Dadd, K.A.",geochron methods,other,Macquarie U,,"January 1, 2011",Decade,Dadd et al 2011,,Dated as Eocene-Oligocene from seismic reflectors,40.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,144.8579150950275,-62.05530970296093,152.0,869.0,102.52763366699219,1.0125078915734775e-05,0.0,3.882255441567395e-06,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,118.75374177933189
171626,Otago University (OU),52361,Horomaka,Surface,,,,52361,39448,Decade,"Adams, C.J. & Coombs, D.S.",New Zealand,J44,2330700.00000133,5490699.99995136,-45.7703114255063,170.696357255865,"Map - 1:50,000 scale",50.0,Spit Beach,Yes,trachyandestite,,Dunedin Volcanic Group,Dunedin Volcanic Group,trachytic & andesitic,Miocene,Miocene,hand specimen,5484,whole rock,,66903;66891,"Coombs, D.S.;Adams, C.J.",XRF;geochron methods,;K-Ar,Otago U;INS,;,"January 1, 2008;January 1, 2008",Decade;Decade,;,,,14.2,0.3,53.88,1.35,17.58,,8.13,,,0.16,2.83,4.93,5.56,3.73,0.4,,,,,,98.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,153,163.7385317448527,-78.52902796184051,153.0,813.0,106.87966918945312,1.0235566151095554e-05,0.0,3.8974171729933005e-06,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,142.84174322643037
